,0,tweet
1043714,0,@ehmperor &quot;uh? rockwell ba kamo? we know it like the back of our hands&quot; nyehehe...that or lets just ask dantes. 
1175814,0,Just finished getting my trimmed. I live with a hairdresser and yet I have to wait forever to get a haircut 
1375403,0,Just saw Up in &quot;digital 3D&quot;- is it a /kids'/ movie? Not sure... I loved it anyway... squirrel!! 
1289919,0,"ÐÐ¹, ÑÑÑÑ Ð½Ðµ Ð·Ð°Ð±ÑÐ»Ð°: Ð´ÐµÐ±ÑÑÐ¸ÑÐ¾Ð²Ð°Ð»Ð° Ñ?ÐµÐ³Ð¾Ð´Ð½Ñ? ÐºÐ°Ðº Ð¼Ð°Ð¼Ð°-Ð¼Ð°ÐºÐ¾Ð²Ð¾Ð´ Ð´Ð»Ñ? @macosworld http://bit.ly/s9y17 "
1430862,0,"Yay, it's still light enough to go for a short walk and listen to the Tigers. "
1038541,0,@CityGirl912 Heya! At Lasalle Power Co prolly gonna be late to work at 5am! LoL 
1590218,0,is trying not to get bored with this twitter lark .. but think i am failing miserably 
1057531,0,Just saw &quot;Hatching Pete&quot; with Jason Dolley and Mitchel Musso...Great movie 
1297880,0,@Postbox is it possible to include something like MinimizeToTray (http://bit.ly/wc9Cf  ) in PostBox? 
1474852,0,@imnotmichaela uhhh well go find someone to suck your dick when your waiting for us and dont get shot 
1161012,0,her and it's coming out of her pay check. but she like the clothes and the accesories 
1188179,0,"just had a great curry with my mum for her birthday, and now we're sitting at home eating a solero! "
1349174,0,@yogthulhu congratulations!  well doooooone!
1576022,0,This weekend was pitiful.Being on my period AND the third wheel made for a shitty vacay. It didn't blow entirely but I just wanna be home 
1410276,0,@k0l3 get your ass down here so we can drink   
1296070,0,@diamond305 LMAO. Don't worry MSSH remembers your face 
1154842,0,Damn these time differences! I really want @ddlovato &amp; @selenagomez to see this  http://bit.ly/z8VXM
915967,0,just came bak from dancing with my NEEWWWW cd  haha im dancing again
959186,0,@lissame73 Wrong Chris I think.  
1510476,0,@duivels  He is sooooooooooo creative 
963628,0,"@gulpanag Hmmm, mayb Rann wud want dem to invte u on da shw Not dat its a measure or sumth 2b on it. But wud b fun 2 c funluvin ppl on it "
1324874,0,"wasnt going to cave and join twitter, but iw anted to see what it was all about...side note: finished my hw for tomorrow, bed time "
1284155,0,@edaustn good luck with ur test 
1066187,0,:O only justie found owt that iv got a free house ALL weekend..waahh ..exciteed much.;)  x
915122,0,"Finally home after a night of dinner and drinking with friends.  Going to sleep now, hoping the bed doesn't spin too much.  "
1047647,0,Yay. Just won a meat tray in the club raffle 
1443195,0,@VolcanoIceLuv3 Love you back 
1155251,0,@PaulWestlake My pleasure mate 
1475560,0,@RowdyQueenie I will check for one now.. 
1050789,0,"@RaidenD btw, the game looks cool  kind of like Desperaux or the mouse from Narnia"
1460701,0,wants a doggy to be my best friend ever  http://plurk.com/p/z2a4p
1008763,0,Johnny Logan was on Iradio today.  OFF TO GALWAAAAAY! To spend money. D:
1170823,0,@tommcfly 'your roll' at the show in Sï¿½o Paulo (28/05) was perfect! I love you 
1179827,0,@FRESHfranchize i'll let you know if it's awesome or not 
1570785,0,my anger has subsided 
1114840,0,@timtowner thanx for the follow 
1489017,0,@mdwillbefamous Hi! I also read up a~l~l Harry Potter books 
1204452,0,Lately I've been asking myself B4 I go 2 eat something. Would I feed this 2 an elite athlete OR champion animal? If NO then I let it go 
1321492,0,@indiaknight great minds think alike  (re duck tours)
1517547,0,@AshBenzo Hey Ashley ! 
1093132,0,morning! looks like a sunny day 
1121008,0,"@Mark_C19 All movie-related, that I can tell. "
860419,0,"visited the newly opened mall on changshou rd/shaanxi rd. clean &amp; super nice, lots of 1st day presents, still have big sizes. 5 stars! "
1535093,0,my jaw hurts! volleyball torture tonight. grrr. sunburn really really hurts! but tomorrow it will be a tan. eating creamy pesto! 
1591683,0,Did my workout even though I did NOT feel like it. Those days should be worth double calorie burn 
1375004,0,Making kulfi    ________________________________________________ Take GoogleTalk mobile with fring www.fring.com/googletalk
1586090,0,"@miabayuga  aba, aba, aba.. really standing proud and tall to pure awesomeness ah!  love load and rockyroad! "
1083034,0,"mm.., spicy shrimp!! deliciouso!! lol.. "
945791,0,"@craignewmark And, I'll bet, as a little kid, you were pretty impressed with the sheer size of Radio City Music Hall!  "
1500378,0,"Embroidery, embroidery, embroidery..... getting all caught up before my trip to MANHATTAN!!!!!     "
969428,0,@mooze yey congrats on the iPhone  and you must get the lj application.
1064193,0,"I will try, but I don't promise  I'm useless and I don't like cameras ^^"
1219146,0,says good evening.  (music) http://plurk.com/p/xlqwc
883085,0,@Leloz if it helps you've got more followers then me 
1050545,0,@munozmidwife oh no! I'm sooo careful with organic eggs too 
1303621,0,"beverly hills thats where we wanna be, got it started.  hahaha, glad you admitted it cameroon :L"
1088910,0,you have to watch it 
1310398,0,Look outside. Soo sunny! The day will be so great! Like always. Always when I met @avril4everr everything is funny. Perfect  &lt;3
1124694,0,"@dnlhrd yes. Like I said before, next update will have OTA backup of your podcast list. I promise "
1093185,0,@The_Ambassador_ You selling luvverly Cupcakes at the BBB?  x
1381995,0,12:40 and sooo bored! Can't wait for California soon!  back to my roots!
1252924,0,happy today Monday went well smiles 
1278435,0,woho my teacher loved my radio program!! said i had the best radio voice and that he liked the songs i chose! hahah.. 
825792,0,bout to watch quantum of solace ... will report back with review 
1445270,0,@mercydrummer oooh. how long are you guys gonna be in atlantaaaa?! i wanna come visit! 
811079,0,@wraith1701  Happy B-day! Enjoy your day off. 
847135,0,"@lady_jane Play spilt personalites at #itsgrimupnorth - The 'physical' you can go to 1 session, and the 'virtual' you can attend another "
870965,0,"@JeepDawg hahah  well maybe not, but it is still very early."
1595044,0,@Kaatje_68 Oh my goodness - the Netherlands.  Are you originally from there?  My mum is about 5 minutes by car away so kind of lucky 
919621,0,"@brazilianlinda Whoops, totally read that wrong. Ahem. Yes, I am participating in the 10 day may madness. My ebook is up there. "
1191006,0,"@ladygeeke defentely no tears, smiles all round though, top notch "
1478709,0,"You may not be where you want to be, but be glad you ain't were you was!!! I'm going to do WHATEVER IT TAKES to be HAPPY!!! "
1157328,0,[Wrong!] @mileythomson yo ma' thanks for watching the vid  your the best yo'... Heres the my documenta.. http://tinyurl.com/mhnk9p
838583,0,Whilst eating Strawberries 
1541909,0,Making yummy cinnamon buns with my grandma 
892581,0,@cmusciano wow.  three recommendations for them in 30 mins...  impressive 
915554,0,Is getting the hang of Twitter. 
1434503,0,@paintedclouds thanks sweetie!!  Wish I was there!!  
1589519,0,"@esloof Thx !!! Took a few days work, but worth it "
850341,0,has a new kitten! Orange in colour and the name?...Hemi!! . . . Now my puppy 'Mopar' has someone to play with 
1526854,0,another 2hrs to go..for Monday to end 
1236077,0,Welcome to my new followers. Welcome to this mad mad world of twittersphere. I'm honored to be followed by such a huge number 
1011275,0,@monkeyfudge ...thats totally going on the invites!! LOL!! thanks for the giggle 
832542,0,going for sunday roast now  still watching shipwrecked 
1277048,0,wish i automatically knew how to work everything on Ms. ALICE MAC 
1019125,0,@Arch_Enemy_Ent you are always going to have my support!! I am your sister silly - its me and you against the WORLD!  LOL  Love you!!!!
1373651,0,"@DavidArchie If you haven't already tried slicing up Philippine Mangoes and mixing them into vanilla ice cream, you should. It's so yummy "
1174835,0,@JonathonMclean gratz on the code 
1186286,0,Waiting for my pizza! Just played some football and didn't play too bad. 
950110,0,@rachaeldunlop Cute photo. 
1485657,0,@BritEvan its like Thai food so dont be expecting fried chicken or fries hah 
977812,0,@TheOlifants Meow!  Ff checken of je mn mail hebt gekregen... Did you?
1084303,0,renae just came over 
1305336,0,making mac and cheese I am so hungry then hot tub afterwards 
1465884,0,@Exzylen Plus he was talking to a chick. If I were that chick I would be grossed out. But I'll let him know that you agree 
1211988,0,@jbergler none of your business cause you're a phone snob haha 
949188,0,angels and demon was a twisted book       and i really wanna frigN see the movie 
1007580,0,"@ashtridity awww have a great day today, Striiid "
1239423,0,"@AshleyLTMSYF Greaaaat vid, Ashley "
1454543,0,@kaimere had a last minute quite one man... you shoulda come down.. Obaid made a 10 min appearance too 
882447,0,"read upside down, from the last post to this "
1311989,0,@Treyyizzle awww. you think im pretty. thanks. ur so sweet!   but y am i a loser.
1305837,0,Thanks annabanana! 
930521,0,got my new college ID! can't wait for first semester!  watching madagascar 2. for a few laughs. haha.
1016473,0,@milliarder ?????????? ???????? ?????? ? ??????? ?????? ?? 50 ??????? 
824362,0,starting yet another addiction 
1590323,0,@hipattack oh completed that too. Best game ending ever 
981240,0,@allhiphopcom its #musicmonday &lt;--- Add the Hashtag to your twits! 
1261179,0,@StephanieALloyd 
1274395,0,@Lesley_M Thanks..much appreciated 
1579629,0,"@GOGcom I'm moderately keen, yes "
1174760,0,About to speak @ Green Hill Missionary Baptist Church. They want me to sit in the Pastor's Chair. I keep declining 
825959,0,Having fun at the Tin 
1338768,0,Out of school!... Off to E3! 
1162149,0,@DHughesy that will help the boobs! 
1041160,0,Went to &quot;Alan's Espresso&quot; today. He still makes the best Coffee in Brisbane. Talked to him about how to start being a Barista.. 
1560292,0,"@Buildabear96 Yup! Whoaa, that's awesome!!  My family might be going to the Philippines next spring break, but I wanna go now. :]]"
1127987,0,"acrylic paint will work fine. 1 coat of primer first, so it doesn't chip. Good luck! "
910522,0,@amyxstftk bahaha i loook like kung fu panda when i wake up in the morning. 
1000178,0,"@melissajtest Well, there's no better place than the playa. "
882719,0,@Jonasbrothers I've seen your JONAS preview's they rock! im sure ill look on the series ;) How's frankie doin'? 
1023136,0,@HazalSelena ok next... would you rather... date one of the JBs? or become BFF'S with Miley?  wow that's really hard 
1565820,0,7 Things I hate about youuuuuu. I'm drainedddd.. 
1310615,0,"wowww, so i think you're groossss. don't talk to me. "
1278157,0,@Artisanwarrior had a feeling u would lean that way 
1554681,0,@anhnguyet89 How fun that you are on twitter now  Love it when people I know sign up!
1318808,0,hmmm should i stay on the computer or go do homework?... I think i'll stay on the computer 
914471,0,@mariromani http://offf09.media140.com/?p=131  then you must have been there when these four guys sat in the rain!
1474470,0,@jrock2890 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1363210,0,@JonathanRKnight i am an Ugly Betty fan myself  but i know lotsa people that like Brothers &amp; Sisters!
1472963,0,"@JulianPerez123 also, you can run around the whole city and actually see them move around.  "
1246722,0,"Love your neighbor as yourself, love your Self, the Self, the Soul, God, Allah, Yahweh, Buddha, Krishna... it is not what you call it. "
952324,0,"@donabogart Thank you very much for your lovely words on Friday, much appreciated!   #followfriday"
1087238,0,"If you follow those superiously awesome people God will love you more. ...well, I lied. Your Twitter will just be a million times better. "
1456952,0,@lynnesse hahaha report to my office later! #till then enjoy your day 
967564,0,Groundhog has been eating my flowers. Anyone have any groundhog recipes? 
1198241,0,@ynnatirb Bee spray it to kill it first! then scoop it up in a cup! 
1451340,0,@xoMusicLoverxo I believe it. I KNOW I'm missing some... Oh well. Ours probably overlap at most points. She'll need both lists. Haha 
807468,0,@CHRISDJMOYLES Hello Chris. Did you know that the genuine &amp; validated Cheggers is on Twitter? @thekeithchegwin 
1217419,0,@OweeW HIIIIIIII 
1481037,0,thorpe park tomorrow. mcdonalds breakfast at mcdonalds. good times 
1371872,0,"@stevehorn Oh. ive never seen that show. sounds interesting though.   See you Sunday, night to you and the rest of the fam!! "
1039381,0,Tobey Maguire and Topher Grace I always mix up the names and they look alike 
1386943,0,I'm @ work getting ready for bed  Don't hate cuz I get to sleep on the job LOL!!
913666,0,had a great day 
1436949,0,@DJTGUTTA aww okay lmao you prolly the DJ lol  ....but wherr you at ?
1417651,0,Have you ever wondered why the Indians like to go grocery shopping in evening/ late at night?  Trace it back to their cultural background.
1106143,0,Good Morning Saturday 
1463973,0,@GlobeAlone74 Good luck and try 'nd have fun! 
1470982,0,http://twitpic.com/6twzs - um.. can i please look that that? or have someone who looks like that? jk 
1394376,0,"@Bronte1068 Cool  No, nothing special. I think I'll help my mother to cook a cake !"
1052575,0,..well OUR monkeys!!  Yay!!!
935384,0,"@Loviin_lyfe well, I think I'm going to focus on school and career and invest in a good good DEVICE lol.... (TMI?)  if so... Good !"
1006255,0,@TheEllenShow Omg! Ellen I love you! Ur awsm and so funny! You'r show is my fav ever! Ur the best keep o making peoples day!xoxo 
982146,0,@marcthom Deal 
1273244,0,@toolroomrecords @ the addition by subractions is soo ill and bart b more's new record phenomenal omggg  Sooo it goessss!!
1356963,0,"@amfjb Well, she's 6...so friends are a big deal to her.  "
1216157,0,"@JoseDelBarrio LOL CUZ's still Bing developed.i've moved 47 units, though  i think it's fresh that you even ask, BTW iSooDigyourGOOdspirit"
1497332,0,"@markhoppus Hard to pick one, but probably the scene where they're on the roof and Alan cuts off Phil to gives that speech he had written "
1500952,0,"Is going to be able to ride Dexter soon, just a couple more days of rest then he is back to normal "
908970,0,"@Pranajama I've never been to Prague, but if i had the money, it'll be in the 10 first cities I visit "
1168926,0,"Cleaning, laying out with Nicole, Visiting RIC later "
1204747,0,"@tinymoose yummy, that means the other band member calob is there. He's a cuttie "
1567956,0,"@koolaidken oh right, np "
920922,0,"Got some tasty pasta thingy for lunch, and watching the F1  awesome"
1369844,0,good night twitter. i still prefer facebook 
823834,0,@rossi_alicia anything for you &lt;3 
1598024,0,@iamlols you are the champ for the 2nd week in a row!  if you win next week there will have to be a &quot;real&quot; prize for you 
876786,0,@Asuhail Of course.  And accept the reality that one day we'll be just like 'em. :-P AAAA!! Hahaha.
1244248,0,Syced for summer! Im going to Sacremento on june 10th to visit family!  ~!$@M@NTH@ !~
1054426,0,@richierich78 you know it 
1155712,0,@justfloating good luck! and enjoy your rest 
1183387,0,@IlovemyNilu you should hunny ..... he was sooooooo amazing 
1266274,0,Does anyone else just love watching themselves shower? 
898547,0,"@britters26 Yea, creeper! "
859125,0,Essay doooone  HW next!
1355048,0,Was just asked to move to honduras for six months! Thinking about it 
1529096,0,"@WakeAngel78 not a lot, waiting to here from @rowdyamerican about the knewist screamer in his house. "
1052048,0,TGIF. Feel like listening to Carlin or Russell Peters... Tickle myself 
1482673,0,On my way back to the forks ready and recharged. Amazing what a little fishing trip can do for a person 
1562144,0,@Travo617 lmao im sorry. i get sidetracked on here and miss people's tweets. nothing against you pal 
1131985,0,"@Happy_Dais Hey Looks fantastic, and what a great setting "
1594129,0,@moonstarlady ah... cool... it would be a good little time off on your own.  Sight Seeing?
903191,0,thats my moan for the day 
1078775,0,Road House is on &lt;333 I absolutely love Patrick Swayze 
815499,0,"http://twitpic.com/3iwcr - 7pm @TAPE Club Berlin, cu "
1552362,0,@briangovatos I disagree!  Bing it has a great ring to it!    Even better... &quot;I binged it!&quot;  = ]
865861,0, Welcome to http://twitter.com/katuuu
1242357,0,Wants to go out. Someone hit me up! 
843436,0,Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
871420,0,@RVT01 Ummmm well your most welcome.. but don't know why fer... 
875842,0,"Time for a short nap, my mom's graduation at 7:30, then my friends partay later tonight! "
1385802,0,@RiskyBusinessMB Already got mine yesterday!  We love you guys more!!
1252518,0,Can't wait for New Moon  Night xxx
1347851,0,@GreyToaster I wanna go! My friend owns that store!.... Ultra Pop 
964495,0,@stephenfry COME ON RUSSEL T DAVIES! I think you are an amazing writer !!! it helps that when I met him he called me 'very pretty' 
1005933,0,@PerezHilton I must say I never watched AI until the final tonight but Adam should have won! He seems so awesome  xx
1206279,0,Thinking of Fuzzball more than New Moon  http://fuzz-ball.com/twitter
1389678,0,@steverubel why are you still awake? 
1029968,0,http://twitpic.com/61f3b - But the photos on the other side look good  I have four of each photo I love Moo!
878032,0,@thepurplehawk go to AAM. i post a comment. with the video. 
935423,0,is searching for plurk layouts.  http://plurk.com/p/tp8r1
1169941,0,will be having a massage... aaaaaaaaaaah... relaxiiiiing... 
1525991,0,@dessey i do hope so 
842156,0,8 cm dilated and her water just broke. Getting closer 
987949,0,@idangazit Now that's just mean 
1264654,0,"Oh! Princess Bride, you slay me with your quotability! http://bit.ly/HyILM "
955324,0,@sergeantkero like the cuff  or is it more like a bangle. hmmmm
1100896,0,@realin I m here evryday  I'm doing gr8. what abt u?
1112091,0,everyone follow  @TraceCyrus .. is Miley Cyrus' brotherr 
1422307,0,@THE_WOCKEEZ Jabba...you say &quot;THE HUT&quot; I say Jabba...you say &quot;THE HUT&quot;  just messin with ya guys...much luv
964762,0,@JessMcFlyxxx i suppose i can just say im twenty-teen haha!! gdgd yeh fine thanks just waiting on mcfly doin their bit on radio one  x x
1266738,0,@araza13 Nice advice! Been attempting a similar approach. Dreams cock/block me at the end &amp; I remain unsettled. I appreciate the hugs 
1451465,0,@camron25 @lamryan be like @tiobry and go too sleep children! 
986030,0,@hubert_tay @inspirebel I have been cabbing cos can claim from company muahaha!  I miss you guys too!
1418309,0,back from walking bailey 
1028962,0,"@Skye_Edwards hey, what a beautiful background image! Happy Birthday! "
1305073,0,@karlaabila Happy Birthday !! i hope ALL ur dreams come truee 
1178473,0,Goodmorning 
1294981,0,my legs hurt from helping andyboo at village...but it was all in the name of love! 
1302949,0,WIEBE WATCH! Anyone see The King of Kong??  Watch Steve try to break the record live!  http://e3.g4tv.com//e32009/g4onthefloor/wiebecam/
1543083,0,@meatstack Two words: &quot;Flex points&quot;   I live by Weight Watchers!
1533489,0,@Joliet68 i didnt know xp could shut down at a scheduled time 
883827,0,"@MarthaStewart Wow, you definitely sure do commit lotsa time to Mother Nature! Happy Working on them! "
838199,0,@getlikenessa88 Nothing much how about you ?  enjoying a rare nice day in canada 
1471441,0,Playing with helium gas filled baloons 
924990,0,Bought flowers for my mum today - and received flowers from my gorgeous girls!!! Life's sweet! Happy mothers day 
1197709,0,Im almost sure i have seen them all. 
915240,0,"@7thscreen Damn! First Yes, than Frank Zappa... "
1201762,0,"jealouss bitchesss, haaa... watching harry potter, waiting for him to get off  im so not nerd okayy...HP is cool. lol."
1138275,0,@Lisa_OMS thanks. they are for a coworker's daughter's wedding...  i like to refer to it as $$$ for NIN
1103138,0,Finally getting some zzzzz's. Tomorrow I'm featuring again a@the Ventura Harbor Comedy Club. Come check me out . 7p and 9p 
1129280,0,"Good thing is she doesn't really know I hung up on her, connection coulda been bad "
1566440,0,You're as sweet as 3.14159. 
1089527,0,@TheRealMrSpazZ most def check it out! And if I'm still there check out @wokcano on 3rd and orlando nxt to beverly cnt! Ask for drea 
1565029,0,"ÄÃ£ xong máº¥y viá»c chÃ­nh nhÆ° sá»­a xe, rá»­a xe, lÃªn FPT telecom, cÃ²n máº¥y viá»c láº·t váº·t nhÆ° há»?c toÃ¡n vÃ  tiáº¿ng nháº­t thÃ¬ chÆ°a xong "
1366374,0,"Boarding flight now. Wow, what a great day. Plus I get to see my fam tonight "
1593425,0,Oh what a sexy hubby! Taking a shower then taking my auntie to the doctors. 
884993,0,Playing 18 holes of golf today @ Cobblestone -- FOR!!!!! 
1484500,0,Hey!hey! Tweets*** I had a good nite last night...wish I can go back..ok maybe a little! 
984800,0,I finally finished my stupid painting today. 
1394908,0,@winamee being sick while I'm on a holiday in Bandung sucks too  get well soon!
906628,0,Bank holiday = rain. Superb. But a great excuse not to start gardening in the jungle at the back of our house. Eating it is then... 
1521346,0,@mattgemmell Heh. I'd like to see built in gpg support for mail 
820768,0,"@Luceeee Ha, it's easy if you have hand-eye coordination. "
952078,0,@selmahalida thanks for following sellls 
864099,0,"Bad Karma just rocked the EVERLIVING SHIT, out of el cajon tonight. "
1578327,0,@ryan_buell welcome to Twitter...can't wait for your movie! 
1388287,0,"righty, off to get some breakfast  then have a shower, get ready and see what the weather is doing! tweet later guysss  xx"
1379265,0,"@doranb Doran, can you create one for me? "
1197279,0,@euphorialuv  Do we get to see photos of the little Kauki tyke from Japan Day? 
968907,0,"@AlbrightDC I've got all the people I need at the moment, but will be working on a similar blog next week. I'll be in touch! Thanks! "
1567598,0,@aheri lol. I fuckin love your messages. 
925817,0,"happy mother's day, going out to eat with family "
820557,0,"at subway with cynthia,  finna go home soon and make cupcakes , yayy."
1409249,0,@McGiff Happy Saturday 
1227897,0,@shawnieora I use to save the soap but I have buckets of them so I quit until I donate them to a shelter or something 
1298005,0,@mitchelmusso well yea we can 
1051892,0,"@monicaankehahn yeah, good stuff! you're welcome "
1484110,0,"English work done (well, almost done) "
1431517,0,@arbonneteam Thank you. U do 2. 
1272641,0,@johnnybeane can u send me the fill link? please? 
1178767,0,@newastro  ..twesting...twesting...   Twitter must not have gotten the message that Merc is direct-has been glitchy for me too
1367068,0,@JakeMaydayP CONGRATS! I'M SO PROUD OF YOU GUYS! haha. i'm stoked for the record. i'll be buying it 
1361402,0,"@palacejackson Oh, I see. Well, I feel less aggrieved now "
1497273,0,"@richmedina it was great seeing you and the fam at the picnic, yesterday....xoxo Vickey "
960131,0,I have got a plan to lose it all 
1002096,0,@lizzieizzard Hope it was good 
910160,0,@davedays GAH! I got some of your songs off itunes  I'm so happy! They're SO AWESOME!!! keep it up!
931838,0,happy to see  our blog followers growing really well   http://360.clicksuite.co.nz/
836218,0,Traveling to Philadelphia for work...have to try their famous cheesesteaks!! 
1499855,0,@hannnnnnnah I hate niley but I prefer that over nelena hahaha I loveeee natie though  bahaha
1380876,0,@BentoSet looks like an outfit I'd wear 
1286824,0,@Marianna26 @melledesma12 @vinceandrew  hey guys 
1193180,0,"Guys if you see my tweet between the time I tweet, &quot;Finished with homework.&quot; @ Reply me with negative comments. "
838070,0,"I wanna go out, but without friends to come along, it gets bored. Well, I think I'll spend all my day watching some dvds "
1404240,0,"@AshDomination Its mean, i want to put your website to my twitter. ur welcome sweety  where you from? Ireland?"
1419971,0,"@StewartKris HI I'M FROM ARGENTINA , I JUST WANT TO SAY THE YOU ARE AN AWESOME ACTRESS "
1128060,0,"Oh, five dollars to someone who shows me something that will make me cringe. "
1322031,0,"working at home while listening to string quartet - tribute to incubus, dashboard, oasis etc. *sigh* just like college times "
917729,0,@selenagomez your mad 
1169840,0,Now back to work as it is so nicely put 
887665,0,Wearing my fingers off playing the keyboard. Stumbled my way through Give In by Tina Dico  Pretty good seeing as there's no sheet music.
892110,0,boring day. the used concert tomorrow. super excited about that 
1489173,0,@jessehilton So how do u have too much fun??? its good that u had last night 
1459825,0,is decorating with JJ and has quite a bit of paint on her already lol 
1463584,0,GAH! Finally home! Nice night at the hotel. 
1533913,0,@Jonasbrothers singing &quot;Waitin On A Woman&quot;.....my dream came true  I'm gonna cry...
1194932,0,@DonnaDPool Hey there! I've been following you for a while. Would you like to add me to your following list? Please? 
1185022,0,Sitting waiting for the BBQ to do me some nice sausages.  Yum
998430,0,@stereophonics http://twitpic.com/58gas -  love the pout!!
1313900,0,Different song. Tear Jerker. Whatchu think?  its just a snippet www.myspace.com/greenbagent its called 'IF' should be the 1st song
1325164,0,youtube.com/user/minorityxx a few videos up 
1010173,0,Happy Birthday @DJJazzyJacq   ? http://blip.fm/~6szja
1398381,0,Today shall be great 
1555347,0,@joshwells Aw!!! That is adorable!! I want to pet it    I love puppies!
1495221,0,@OfficialSKnight OMG i was watching u on tv!!!! 
1413447,0,"@KatGirl44 wow, you are copying every TwitterBones? What a job! "
1544401,0,@MADDYlovesATL haha yea like a santa...  wait until the christmas to see me LOL
1241552,0,@AmILosingIt010 well thanks for being a fan! 
1032564,0,@ThisismyiQ Lol I'll def help 
843394,0,@MrNegMrPos We wish you welcome! See you next year. 
1180439,0,downloading wubi 9.04 
1553802,0,@ryancarlmercer I'm an optimist. I believe what I go through brings me closer to God. The abuse I go through brings me closer to God. 
1243564,0,@soprano13 hey chris 
1534260,0,just got back from MAD @ nev's. i really like monday's evenings 
1069739,0,#FollowFriday @illoannounce it's so much fun to participate in Illustration Friday and it's amazing to see all the different entries 
1578502,0,"@shortyyyy me too! but dont worry about them, youre better then theyll ever be! "
1350681,0,@lilgyrlblue No problem soror..I'm pretty random myself..lol. Thanks for the b-day shout out!! 
816172,0,Got his perfect teeth 
1349532,0,"@purplesime no worries, glad you like them  now go and tell all your friends that they missed out on the 40%!"
1340621,0,@magnumphotos #fusco... so I'm guessing there's a Leica in there somewhere.  Thanks... you're an inspiring human being and photographer.
1589189,0,@mileycyrus Please do another concert in Manchester in UK. Could not buy tickets and really me and my mates want to go your concert. 
839968,0,I mean no FREE fries. 
884334,0,is home now! Had fun at church tonight too 
1130354,0,"@FrankieTheSats yourn actually si luckjy, you have an akazing boyfrie dnad im only jealius of you beause you hav e him  x"
1447932,0,@totheMo @rebelkimmay come to my club... I need you!!!     http://myloc.me/2Tv8
1351712,0,"4:42am &amp; back from a productive nite working with Pete Longworth on the visuals for 'Nights in Dubai'. It looks amazing! Arigato, Pete! "
1576848,0,Titus was ahhh-some... now I am going to bed 
1260223,0,@thestuntdude are u following me? if not u should be 
966291,0,Morning Twitties 
986474,0,@beckie0 my RE teacher said the GSCE paper was worded horribly. glad it went okay  i'm stressing with my room as i hate mess lol..
983719,0,@KimmiMcFly in a pub its the most boring thing ever lol but it will do for now  xx
1492520,0,@ariasbros- is jake .t austin on this? hes in your pic ; lol 
956802,0,@klintoe forced?? You were all dressed up and had spend all day listning toTommy Seebach 
1269417,0," welcome to me! Next couple weeks are crazy busy, and less than 3 weeks till the marathon"
1370253,0,Off on a day trip to tamborine. I'll play a song for you.. When I get back 
1541650,0,"Washing clothes at Mom's. The morning may've come late, but I'm feeling much better "
1115563,0,@thefalsetruths ZOMG PICS!!!!! and i want to rub ur head now 
966524,0,im catching on JONAS 
1220508,0,eating chocolate cake? haha. 
1157648,0,@cypher That's handy to know - for DataMapper. Throwing models and doing relationships with memory backed databases is fun 
1517541,0,"&quot;tweet me, beneath the milky twilight...&quot; "
1109284,0,is enjoying the sunshine! And is really craving some Ben &amp; Jerry's mmmm 
1366963,0,Friday night and exhausted!  but week one of new gluten was good and i already feel better 
1460736,0,enjoyed baby shopping with ate joey yesterday. 
1594648,0,you know if you use 4-5 spoonfuls of instant coffee it's a bit strong tasting but there really is quite a boost 
1421035,0,"@TabyCat74 He certainly is! Thanks for sharing your awesome friend @technogiant w/ me  btw, weren't we planing on something?"
806138,0,@hayl3s not problemed just a child 
984461,0,@muscati they meant Dollar ? 
1087177,0,Where is @Dazmsmith ? A little birdy told me its his birthday  Happy happy!
955118,0,"@JonathanRKnight why did u steal our gift to @jordanknight? S compensation, can u sing happy birthday to me too? Pretty pls? "
952045,0, no worries
1175750,0,Got super throwed w/ Jr like i promised him i would. Shot after shot! Thank goodness I don't get hang overs.  About to go cook!
1204456,0,Bought Winter Passing by TAI on itunes the last Monday.  I swear I probably listen to it everyday. :|
1380851,0,@luvsJonasandVFC I'm still awake. lol. oh well. it's a friday! 
1139231,0,Having a great day everyone?Well I hope evrybody's having a great time 
1469692,0,@choley Avoid parking all together by parachuting in! You can even make some extra money by dragging an advertising banner with you 
1063533,0,@christinawrites with flowers all over them is what I meant to say 
1072046,0,"If there are any online business ownerslooking for a JV in exchange for membership, please send me a direct message here on twitter "
1208249,0,twilight  twilight  twilight twilight twilight twilight twilight twilight twilight twilight twilight vtwilight
1388781,0,@G_ee yaaa it was fuckn fun tho  I just got home...lol aww u just aimed me yeee talk to u on aim!
1283801,0,going for lunch with mum today! hopefully can wear my summer dress if it stays nice  then going for some drinks in curlers tonight!
1190135,0,Finally got a comp thanks to @TyrantTru . Now I just have to set up my internet 
1255277,0,@lamourlamorgue not unless theres a drought in England and the have the hose pipe ban again 
1403096,0,Saturdays are the best   ~Mrs. Vogel
1269423,0,@MadCoreyLee  I love all the colors. 
1099945,0,@DJJAZZYJOYCE how do u keep it all organized??? The life of a DJ 
1299415,0,Killing time now before a meeting. oh joy.... 
1163490,0,I love twitter! I can find a lot of friends I haven't heard about for a long time 
1054701,0,@denidzo Do tweet if the #udc session mentions anything about cyberactivism 
1127921,0,I am totally baking blue sugar cookies. Let's hope this works. 
